surface,ray_id,parent_id,depth,x,y,z,dx,dy,dz,power,intensity,u,v
Detector_main,3026,2305,3,-0.3408314530818159,-0.8061196190753407,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.0036485469181841146,-0.002909619075340708
Detector_main,3027,2306,3,-0.3413058605570691,-0.8066309087352058,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.0031741394429309344,-0.003420908735205841
Detector_main,3028,2307,3,-0.3418511730623698,-0.8070657809468079,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.0026288269376302242,-0.0038557809468079407
Detector_main,3029,2308,3,-0.34245520921745143,-0.8074145213835446,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.00202479078254858,-0.004204521383544657
Detector_main,3030,2309,3,-0.3431044758527491,-0.8076693397603353,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.001375524147250895,-0.004459339760335301
Detector_main,3031,2310,3,-0.3437844694245112,-0.8078245438557172,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.000695530575488823,-0.004614543855717246
Detector_main,3032,2311,3,-0.34448,-0.8078766666666667,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,0.0,-0.004666666666666708
Detector_main,3033,2312,3,-0.34517553057548883,-0.8078245438557172,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,-0.000695530575488823,-0.004614543855717246
Detector_main,3034,2313,3,-0.3458555241472509,-0.8076693397603353,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,-0.001375524147250895,-0.004459339760335301
Detector_main,3035,2314,3,-0.3465047907825486,-0.8074145213835446,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,-0.00202479078254858,-0.004204521383544657
Detector_main,3036,2315,3,-0.34710882693763023,-0.8070657809468079,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,-0.0026288269376302242,-0.0038557809468079407
Detector_main,3037,2316,3,-0.34765413944293094,-0.8066309087352058,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,-0.0031741394429309344,-0.003420908735205841
Detector_main,3038,2317,3,-0.3481285469181841,-0.8061196190753407,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,-0.0036485469181841146,-0.002909619075340708
Detector_main,3039,2318,3,-0.34852145188432737,-0.8055433333333333,2.6,0.0,0.0,-1.0,11778.958351291829,25308172522.102356,-0.004041451884327363,-0.0023333333333332984
